Title,Brand,OS,RAM,CPU,Storage,Screen Size,Resolution,CPU Speed,Refresh Rate,Model,Wireless Technology,SIM Count,Wireless Provider,Cellular Technology,Camera,Color,Price,Price Before Promotion,Currancy,Rate,URL,IMG,Reviews,Website
"Samsung Galaxy A35 5G, Android Smartphone, Dual SIM Mobile Phone, 8GB RAM, 256GB Storage, Awesome Navy",SAMSUNG,Android,,,256 GB,6.7 Inches,,,,,Wi-Fi,,Unlocked for All Carriers,,,Navy,"EGP14,399.00",,EGP,4.1 out of 5 stars,https://www.amazon.eg/-/en/Samsung-Android-Smartphone-Storage-Awesome/dp/B0CX979RHS/ref=sr_1_4?dib=eyJ2IjoiMSJ9.RowgYW5_A1lyreQWxO9wPOC_a_6IsvrNwFKqVCHQ-wFOTTnPyCAFXfV1_Rl53R1ahQucXsn_qTrs5kpZzu42T1gz_8IprRTCCDSc19c171K3WjieIryVTmUBMtoKSBmoXAmJBYMeUDjD8XI3l1Vvn3RqD8k4kNb-caeTTgi-cG31N_my9KoSvV2QyH8kiND0c0g_s0u0x8xGpzIdKe3Bi8sbxx4HeSPDVqXLlpmIdJEMYt3c45tDR-0qL1ICSFrCX3zq8AtnwkJJAjA7On2GfDWs1MoVMim8MWrpCQqGaL4.jzCFfPEYxibb8tNDG7JV9e-qMrJdHptBs6LyTKS3DJw&dib_tag=se&qid=1725740545&refinements=p_89%3ASAMSUNG&s=electronics&sr=1-4&language=en_AE,https://m.media-amazon.com/images/I/61Dz4UF90XL._AC_SL1500_.jpg,"[{'reviewer_name': 'ABDELRHMAN MAGDY', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'جهاز مثالي للاستخدام المتوسط\nRead more', 'review_date': 'Reviewed in Egypt on 31 July 2024'}, {'reviewer_name': 'SALMA', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز حتى الآن', 'review_text': 'أداء الموبايل حلو جدًّا، مبيسخنش أوي زي ما بعض الناس بتقول، مكتوب إنه النسخة الإماراتية بس وصلني نسخة مصرية و مكتوب عليه إنه مصنوع في مصر و ضمانه محلي\nRead more', 'review_date': 'Reviewed in Egypt on 27 June 2024'}, {'reviewer_name': 'Yasmine Faraj', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nموبايل سامسونج', 'review_text': 'الموبايل مش بيوصل\nRead more', 'review_date': 'Reviewed in Egypt on 23 August 2024'}, {'reviewer_name': 'Ahmed', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nGreat and awesome', 'review_text': 'Very good and fast shipping with best price in whole markets\nRead more', 'review_date': 'Reviewed in Egypt on 23 June 2024'}, {'reviewer_name': 'التلفون جميل جدا', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nتلفون كويس', 'review_text': 'بس بيسخن بسرعه او علي حسب استخدامك ازا  وا الأداء اليومي ممتاز وا يستاهل بصراحه بعد ما سهره نزل\nRead more', 'review_date': 'Reviewed in Egypt on 23 June 2024'}, {'reviewer_name': 'Amr aboelyazied', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز بالنسبه لسعره', 'review_text': 'نويس\nRead more', 'review_date': 'Reviewed in Egypt on 19 June 2024'}, {'reviewer_name': 'Radio-yasser', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nرائع صنع فى مصر', 'review_text': 'فخر الصناعة المصرية موبيل مذهل\nRead more', 'review_date': 'Reviewed in Egypt on 30 August 2024'}]",Amazon EG
Samsung Galaxy A34 Dual SIM 8GB Ram+128GB ROM (6.5 Inches) (4G) - (Awesome Graphite),,,,,,,,,,,,,,,,Awesome Graphite,"EGP11,850.00","EGP13,860.00",EGP,4.3 out of 5 stars,https://www.amazon.eg/-/en/Samsung-Galaxy-Dual-128GB-Inches/dp/B0BXNY4YD3/ref=sr_1_12?dib=eyJ2IjoiMSJ9.RowgYW5_A1lyreQWxO9wPOC_a_6IsvrNwFKqVCHQ-wFOTTnPyCAFXfV1_Rl53R1ahQucXsn_qTrs5kpZzu42T1gz_8IprRTCCDSc19c171K3WjieIryVTmUBMtoKSBmoXAmJBYMeUDjD8XI3l1Vvn3RqD8k4kNb-caeTTgi-cG31N_my9KoSvV2QyH8kiND0c0g_s0u0x8xGpzIdKe3Bi8sbxx4HeSPDVqXLlpmIdJEMYt3c45tDR-0qL1ICSFrCX3zq8AtnwkJJAjA7On2GfDWs1MoVMim8MWrpCQqGaL4.jzCFfPEYxibb8tNDG7JV9e-qMrJdHptBs6LyTKS3DJw&dib_tag=se&qid=1725740545&refinements=p_89%3ASAMSUNG&s=electronics&sr=1-12&language=en_AE,https://m.media-amazon.com/images/I/71RqyKk2eBL._AC_SL1500_.jpg,"[{'reviewer_name': 'Abo Zeyad Elheweety', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nرائع', 'review_text': 'الهاتف جميل جداً وسلس وسريعلكن عيوبه ان التلفون جاي لزقة الامان مفتوحه ومن غير شاحن ولا اي حاجه غير وصلة شاحن type c من الاتجاهين\nRead more', 'review_date': 'Reviewed in Egypt on 30 July 2024'}, {'reviewer_name': 'Haytham', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nالهاتف رائع ولكن', 'review_text': 'خلال تجربتي للموبايل فهو رائع ولكن كاميرا الهاتف سيئة جدا سواء الأمامية او الخلفية ودا اكتر شىء زعلني بعد شرائي للموبايل خصوصا اني كنت استخدم موبايل افضل فى الكاميرات قبل هذا الموبايل وهوA52sشبكات هذا الموبايل أفضل بكتير عن شبكات الموبايل السابق رغم ان الاتنين من شركة سامسونجشاشة هذا الموبايل أعرض قليلا ودا شىء عاجبني واعتقد هي نفس العرض بتاع شاشة موبايل سامسونج الترا 23الموبايل سريع ولكن مش سريع اوي زي موبايلي السابق اللى هوA52sالموبايل جاي لوحده فى العلبة فقط لا يوجد شاحن ولا جراب ولا سكرينه على الموبايل\nRead more', 'review_date': 'Reviewed in Egypt on 6 September 2023'}, {'reviewer_name': 'Essam Rajab', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nكويس في المجمل', 'review_text': 'أولاً: المميزات:1- سماعة المكالمات عالية وممتازة.2- صوت المايك نقي والعزل فيه محترم في أكثر الأماكن ازدحاماً.3- الشاشة جيدة كعادة سامسونج.4- الكاميرات كويسة جداً.5- عمر البطارية يوم كامل مع استخدام مكثف وثقيل - وعمرها يوم ونصف ليومين لو استخدام متوسط أو تحت المتوسط.6- سريع ليس به أي أخطاء في السوفت ويير ومش بيسخن في العادي.7-  GPS دقيق -ومش بيسخن التليفون زي تليفونات أخرى.ثانياً : العيوب:1- ماسكة التليفون غير مريحة للإيد الصغيرة او المتوسطة.2- أداء البصمة تحت الشاشة ضعيف جدا ونسبة الخطأ كبيرة جدا والتليفون عريض كانت ممكن تكون في الجنب أفضل واسرع.3- انسى استخدام التليفون تحت اضاءة الشمس.4- قوة wifi ضعيفة.5- قوة الشبكة متوسطة مش أحسن حاجة.6- سعر 10 الاف جنيه كثير عليه .. لكن للأسف قيمة العملة السبب.\nRead more', 'review_date': 'Reviewed in Egypt on 19 October 2023'}, {'reviewer_name': 'Soliman Abou Samra', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nBest mobile choice in the range of 10 to 12k', 'review_text': 'Best mobile choice in its range no drawbacks up till now meets and some times exceeds my expectations my main mobile is S22 Ultra but that is another budget\nRead more', 'review_date': 'Reviewed in Egypt on 8 October 2023'}, {'reviewer_name': 'SHYMAA MOHAMED', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nمصر', 'review_text': 'انا ب استخدام هذا السامسونج\nRead more', 'review_date': 'Reviewed in Egypt on 21 November 2023'}, {'reviewer_name': 'Hossam Hosny', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nتم ارسال منتج أخر', 'review_text': 'تم ارسال منتج اخر و المنتج المطلوب ارتفع سعره\nRead more', 'review_date': 'Reviewed in Egypt on 28 May 2024'}, {'reviewer_name': 'Mohamed Hamdy', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nالجودة', 'review_text': 'ممتاز جدا يستاهل كل جنية ادفع فيه\nRead more', 'review_date': 'Reviewed in Egypt on 1 November 2023'}, {'reviewer_name': 'mohamed hedaya', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'سعره كان 1010\nRead more', 'review_date': 'Reviewed in Egypt on 22 October 2023'}]",Amazon EG
"SAMSUNG Galaxy Z Fold6, AI Phone, 12GB RAM, 256GB Storage, Navy, Android Smartphone, 50MP Camera, Big Screen, Multi-tasking, S Pen, Long Battery Life, UAE Version",SAMSUNG,Android,,,256 GB,,,,,Galaxy Z Fold6,,,Unlocked for All Carriers,5G,,Navy,"EGP65,000.00",,EGP,Previous page,https://www.amazon.eg/-/en/SAMSUNG-Storage-Android-Smartphone-Multi-tasking/dp/B0D8L73FF3/ref=sr_1_24?dib=eyJ2IjoiMSJ9.RowgYW5_A1lyreQWxO9wPOC_a_6IsvrNwFKqVCHQ-wFOTTnPyCAFXfV1_Rl53R1ahQucXsn_qTrs5kpZzu42T1gz_8IprRTCCDSc19c171K3WjieIryVTmUBMtoKSBmoXAmJBYMeUDjD8XI3l1Vvn3RqD8k4kNb-caeTTgi-cG31N_my9KoSvV2QyH8kiND0c0g_s0u0x8xGpzIdKe3Bi8sbxx4HeSPDVqXLlpmIdJEMYt3c45tDR-0qL1ICSFrCX3zq8AtnwkJJAjA7On2GfDWs1MoVMim8MWrpCQqGaL4.jzCFfPEYxibb8tNDG7JV9e-qMrJdHptBs6LyTKS3DJw&dib_tag=se&qid=1725740545&refinements=p_89%3ASAMSUNG&s=electronics&sr=1-24&language=en_AE,https://m.media-amazon.com/images/I/71DdqFtcdmL._AC_SL1500_.jpg,[],Amazon EG
"Samsung Galaxy A25 5G, Android Smartphone, Dual SIM Mobile Phone, 6GB RAM, 128GB Storage, Light Blue - 1 year Warranty",SAMSUNG,Android 11.0,6 GB,Snapdragon,128 GB,6.5 Inches,1080 x 2340,,90 Hz,Galaxy A25 5G,,,etisalat,,50MP,Light Blue,"8,776.",,EGP,4.0 out of 5 stars,https://www.amazon.eg/-/en/Samsung-Galaxy-Android-Smartphone-Storage/dp/B0CQ5CRCX6/ref=sr_1_16?dib=eyJ2IjoiMSJ9.RowgYW5_A1lyreQWxO9wPOC_a_6IsvrNwFKqVCHQ-wFOTTnPyCAFXfV1_Rl53R1ahQucXsn_qTrs5kpZzu42T1gz_8IprRTCCDSc19c171K3WjieIryVTmUBMtoKSBmoXAmJBYMeUDjD8XI3l1Vvn3RqD8k4kNb-caeTTgi-cG31N_my9KoSvV2QyH8kiND0c0g_s0u0x8xGpzIdKe3Bi8sbxx4HeSPDVqXLlpmIdJEMYt3c45tDR-0qL1ICSFrCX3zq8AtnwkJJAjA7On2GfDWs1MoVMim8MWrpCQqGaL4.jzCFfPEYxibb8tNDG7JV9e-qMrJdHptBs6LyTKS3DJw&dib_tag=se&qid=1725740545&refinements=p_89%3ASAMSUNG&s=electronics&sr=1-16&language=en_AE,https://m.media-amazon.com/images/I/614qsXB-XUL._AC_SL1500_.jpg,"[{'reviewer_name': 'Islam Shouman', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nقيمة ممتازة', 'review_text': 'الصوت حلو جداالشاشه تحفهالسرعه وإلاستجابة مش أفضل حاجهالبطارية متوسطه وشحن مش سريع آويالخامات متوسطه او اقلالكاميرا كويسهك سعر ٨٦٠٠ يعتبر صفقه كويسه جدا\nRead more', 'review_date': 'Reviewed in Egypt on 30 July 2024'}, {'reviewer_name': 'user-MW9GZX', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nمنتج مش كويس خالص', 'review_text': 'جاني متبرشم ولايعمل\nRead more', 'review_date': 'Reviewed in Egypt on 27 April 2024'}, {'reviewer_name': 'Eslam', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nالموبايل كويس جدا', 'review_text': 'ماشاء الله موبايل كويس والعرض بتاعه حقيقي\nRead more', 'review_date': 'Reviewed in Egypt on 25 July 2024'}, {'reviewer_name': 'Karim', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nالموبايل تحفة', 'review_text': 'الموبايل احلي ما فيه أنه نازل ب احدث اندرويد ١٤ وأحدث واجهة ٦وكمان صناعة فيتناميالاداء بتاعت الموبايل ممتاز والبطارية بتقعد يوم ونص مرتاحانصح به بشدة 😍💜\nRead more', 'review_date': 'Reviewed in Egypt on 6 May 2024'}]",Amazon EG
"SAMSUNG SM-B310E (Dual SIM, Black)",SAMSUNG,Android,,Snapdragon,8 GB,2 Inches,128 x 160 pixels,,,Samsung SM,,,,3G,,Black,EGP800.00,,EGP,2.4 out of 5 stars,https://www.amazon.eg/-/en/SAMSUNG-SM-B310E-Dual-SIM-Black/dp/B085B2HRC1/ref=sr_1_18?dib=eyJ2IjoiMSJ9.RowgYW5_A1lyreQWxO9wPOC_a_6IsvrNwFKqVCHQ-wFOTTnPyCAFXfV1_Rl53R1ahQucXsn_qTrs5kpZzu42T1gz_8IprRTCCDSc19c171K3WjieIryVTmUBMtoKSBmoXAmJBYMeUDjD8XI3l1Vvn3RqD8k4kNb-caeTTgi-cG31N_my9KoSvV2QyH8kiND0c0g_s0u0x8xGpzIdKe3Bi8sbxx4HeSPDVqXLlpmIdJEMYt3c45tDR-0qL1ICSFrCX3zq8AtnwkJJAjA7On2GfDWs1MoVMim8MWrpCQqGaL4.jzCFfPEYxibb8tNDG7JV9e-qMrJdHptBs6LyTKS3DJw&dib_tag=se&qid=1725740545&refinements=p_89%3ASAMSUNG&s=electronics&sr=1-18&language=en_AE,https://m.media-amazon.com/images/I/51DSmbniedL._AC_SL1500_.jpg,"[{'reviewer_name': 'Tarek kamel', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nمنتج سئ', 'review_text': 'الهاتف لا يعمل ولا يقبل الشحن\nRead more', 'review_date': 'Reviewed in Egypt on 13 August 2024'}]",Amazon EG
"Samsung Galaxy S23 FE 5G Dual SIM Android Smartphone, 8GB RAM, 256GB ROM - Graphite",SAMSUNG,Android 10.0,8 GB,Snapdragon,256 GB,6.4 Inches,1080 x 2340,,120 Hz,Samsung Galaxy S23 FE,,,Unlocked for All Carriers,,,Graphite,"EGP25,400.00","EGP33,000.00",EGP,4.0 out of 5 stars,https://www.amazon.eg/-/en/Samsung-Galaxy-Android-Smartphone-256GB/dp/B0CJXPW2GD/ref=sr_1_9?dib=eyJ2IjoiMSJ9.RowgYW5_A1lyreQWxO9wPOC_a_6IsvrNwFKqVCHQ-wFOTTnPyCAFXfV1_Rl53R1ahQucXsn_qTrs5kpZzu42T1gz_8IprRTCCDSc19c171K3WjieIryVTmUBMtoKSBmoXAmJBYMeUDjD8XI3l1Vvn3RqD8k4kNb-caeTTgi-cG31N_my9KoSvV2QyH8kiND0c0g_s0u0x8xGpzIdKe3Bi8sbxx4HeSPDVqXLlpmIdJEMYt3c45tDR-0qL1ICSFrCX3zq8AtnwkJJAjA7On2GfDWs1MoVMim8MWrpCQqGaL4.jzCFfPEYxibb8tNDG7JV9e-qMrJdHptBs6LyTKS3DJw&dib_tag=se&qid=1725740545&refinements=p_89%3ASAMSUNG&s=electronics&sr=1-9&language=en_AE,https://m.media-amazon.com/images/I/61-E0V81kBL._AC_SL1500_.jpg,"[{'reviewer_name': 'sootmisr', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nرائع.. كما في الوصف', 'review_text': 'شكرا للبائع.. المنتج رائع وكصنوع بجامات ممتازة .. افضل مافية جودة التصوير وسهولة نقل البيانات من الهاتف سامسونج القديم ومزايا الذكاء الصناعي بجد رائعة❤️💯\nRead more', 'review_date': 'Reviewed in Egypt on 17 August 2024'}, {'reviewer_name': 'Haitham magdy', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nAs described', 'review_text': 'Very good product came with warranty\nRead more', 'review_date': 'Reviewed in Egypt on 27 August 2024'}, {'reviewer_name': 'Celik Yusuf', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\ndo not advice', 'review_text': ""I always saw the comments about the phone heating up but i didnt believe it. Turns out its the processor, its known for heating up and it ruins the battery which from day one was terrible. The phone's aesthetic is really nice but it's still not usable.\nRead more"", 'review_date': 'Reviewed in Egypt on 22 May 2024'}, {'reviewer_name': 'Mahmoud Ismail', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'الموبايل وصلني جديد متبرشم من غير اي مشاكل\nRead more', 'review_date': 'Reviewed in Egypt on 19 August 2024'}, {'reviewer_name': 'ايمن فكري فهيم', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nسامسونج s23fe 256', 'review_text': 'كاميرات ممتازة والشاشة والمعالج ايضا مشكلته بيسخن شوية والبطارية بتسهلك في نهاية اليوم..سعره كان ممتاز في امازون في يوم برايم ساعة شراءه..عموما موبيل ممتاز في فئته..انه سامسونج\nRead more', 'review_date': 'Reviewed in Egypt on 7 August 2024'}, {'reviewer_name': 'Ahmed', 'review_rating': '3.0 out of 5 stars', 'review_title': '3.0 out of 5 stars\nالموبيل بيسخن', 'review_text': 'الموبيل كويس جدا بالنسبه للسعر و احسن من كل فئه ال A بس مشكلته انه بيسخن مع التشغيل العادي و لو شغلت العاب هيسخن جامد معاك بس ممكن علشان الضهر ازاي و الفريم معدن\nRead more', 'review_date': 'Reviewed in Egypt on 15 June 2024'}, {'reviewer_name': 'Amin Aldeeb', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nمطابق', 'review_text': 'مطابق للمواصفات المعلنة\nRead more', 'review_date': 'Reviewed in Egypt on 14 August 2024'}, {'reviewer_name': 'George Fady', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nموبايل ممتاز نسخة محلي معالج Exynos ضمان ومعاه الفاتورة الضربية', 'review_text': 'ارخص سعر للموبايل ،امازون شركة محترمة وبعتولي الفاتورة الضربية قبل معاد التوصيل بيومين..وتوصيل في معاده مفيش اي تاخير والدليفري محترم وذوق جداالكاميرا تحفة الموبايل في المجمل قيمة اكتر من السعرممكن يكون بيسخن شوية بس بتحس بيه عشان الحواف المعدنوالبطارية مش احسن حاجة بس في المجمل بتاخد اداء وكاميرات فلاجشيب\nRead more', 'review_date': 'Reviewed in Egypt on 8 June 2024'}]",Amazon EG
"Samsung Galaxy A05 LTE, Android Smartphone, Dual SIM, 6GB RAM, 128GB Storage, Light Green - 1 year Warranty",SAMSUNG,Android 13.0,6 GB,Snapdragon,128 GB,,720 x 1600,"1.8, 2 GHz",60 Hz,Galaxy-A05,,,etisalat,,,Green,329.,,EGP,3.7 out of 5 stars,https://www.amazon.eg/-/en/Samsung-Galaxy-Android-Smartphone-Storage/dp/B0CR6DNHTH/ref=sr_1_23?dib=eyJ2IjoiMSJ9.RowgYW5_A1lyreQWxO9wPOC_a_6IsvrNwFKqVCHQ-wFOTTnPyCAFXfV1_Rl53R1ahQucXsn_qTrs5kpZzu42T1gz_8IprRTCCDSc19c171K3WjieIryVTmUBMtoKSBmoXAmJBYMeUDjD8XI3l1Vvn3RqD8k4kNb-caeTTgi-cG31N_my9KoSvV2QyH8kiND0c0g_s0u0x8xGpzIdKe3Bi8sbxx4HeSPDVqXLlpmIdJEMYt3c45tDR-0qL1ICSFrCX3zq8AtnwkJJAjA7On2GfDWs1MoVMim8MWrpCQqGaL4.jzCFfPEYxibb8tNDG7JV9e-qMrJdHptBs6LyTKS3DJw&dib_tag=se&qid=1725740545&refinements=p_89%3ASAMSUNG&s=electronics&sr=1-23&language=en_AE,https://m.media-amazon.com/images/I/71W7+KmTwYL._AC_SL1483_.jpg,"[{'reviewer_name': 'Amr Abdelwahab', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nبرافو بجد 👊', 'review_text': 'ممتاز جدا\nRead more', 'review_date': 'Reviewed in Egypt on 22 August 2024'}, {'reviewer_name': 'VITTORIAN', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nالمنتج مستعمل وبه مشكلة', 'review_text': 'المنتج مستعمل وبه عيب بالشاشة كما أنه تم استلامه بدون شاحن او اي اكسسورات فقط شهادة ضمان داخل العبوة\nRead more', 'review_date': 'Reviewed in Egypt on 28 August 2024'}, {'reviewer_name': 'محمد يحيي', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز جدا', 'review_text': 'المنتج ممتاز في كل الاستخدامات الفئه المتوسطةالعيوب: لا يحتوى على بصمة اصبعالصوت ليس stereo (سماعة واحدة ليس اثنان)ملاحظة: Pubg 40fpsلا يأتي معه شاحن وغطاء ظهر وسماعات\nRead more', 'review_date': 'Reviewed in Egypt on 23 July 2024'}, {'reviewer_name': 'bahgat', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nلا يوجد Nfc سعر مناسب', 'review_text': 'لا يوجد  خدمة NFC  كفاءة عالية و  جودة عالية و سعر مناسبإمكانيات عالية\nRead more', 'review_date': 'Reviewed in Egypt on 22 August 2024'}, {'reviewer_name': 'Hassan E.', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'وصل بحاله جيده\nRead more', 'review_date': 'Reviewed in Egypt on 28 July 2024'}, {'reviewer_name': 'michael samir', 'review_rating': '3.0 out of 5 stars', 'review_title': '3.0 out of 5 stars\nلا يوجد شاحن أو سماعه', 'review_text': 'جميع الاكسسوارات غير موجودة\nRead more', 'review_date': 'Reviewed in Egypt on 24 August 2024'}, {'reviewer_name': 'mohamed samir', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nتمام', 'review_text': 'ممتاز ما شاء الله\nRead more', 'review_date': 'Reviewed in Egypt on 26 July 2024'}, {'reviewer_name': 'Ahmed khalllaf', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nمنتج تقليد وجودة سيئة للغاية وغير مطابق للمواصفات الأصلية للنسخة', 'review_text': 'اسوأ تجربة شراء نسخة لا تدعم مصر نسخة ماليزية سيئة وتواصلت مع الشركة الأم وتاكدت أنها نسخة مضروبة تأتي بسعر رخيص لأن جودة التصنيع سيئة لا انصح بالشراء\nRead more', 'review_date': 'Reviewed in Egypt on 26 July 2024'}]",Amazon EG
"SAMSUNG Galaxy S24, 256GB, Violet, 8GB RAM, Android Smartphone, 50MP Camera, (International Version)",SAMSUNG,Android,,,256 GB,6.2 Inches,,,,Galaxy S24,Wi-Fi,Dual SIM,Unlocked for All Carriers,,,Violet,"EGP35,990.00",,EGP,4.2 out of 5 stars,https://www.amazon.eg/-/en/SAMSUNG-Android-Smartphone-International-Version/dp/B0CNTS2SCJ/ref=sr_1_57?dib=eyJ2IjoiMSJ9.cYvkZVMVR6LGPvGmeJNzLGn_gZbpXSlaLjaFqJu3uln2nu2ebehivGST93aMgoR-T9ye5C_chGObnfM9Gj0-rdYlUCUnGgnjbRvTVQIbzPGOpktmyKyA77fL9ddT7K-7qtUj3PFqEjym1vNbIfxS6g.DiHwbkIbQSmaFMbwVTVifk5jdULKPPA-Ee6PV2Xs4YQ&dib_tag=se&qid=1725740556&refinements=p_89%3ASAMSUNG&s=electronics&sr=1-57&language=en_AE,https://m.media-amazon.com/images/I/61dRkLABNlL._AC_SL1500_.jpg,[],Amazon EG
Samsung Galaxy S22 5G Mobile Phone 128GB SIM Free Android Smartphone Phantom Black,SAMSUNG,Android 11.0,8 GB,Snapdragon,8 GB,6.1 Inches,1080 x 2340,,,Samsung Galaxy S22,,,Unlocked for All Carriers,5G,,Phantom Black,"EGP28,500.00",,EGP,4.3 out of 5 stars,https://www.amazon.eg/-/en/Samsung-Galaxy-Android-Smartphone-Phantom/dp/B09NRRVPZ7/ref=sr_1_46?dib=eyJ2IjoiMSJ9.YfNiYPipVxfH-zKKntHFATiYBA4Vj6A-jqt9Zkik1YIA17ZEBUmF2DLfLpGRlALdO2PM8Z3Kbu3qwUOUXcwjWV45SckyBpD7nQqfI56ZfkJ3T156zR9mX7vv2t2yL4lKjeaY6PTEYUnaV_b2aOa_LqTMgz-bz_xTOqXD06ireWwBX_oXLaCqoGEaCBiYNySe6vYOv9vNqyunM9wiXZx4e1TM5octnDlsMjIlSkxAZhjMXBPk6Cn2HXUMIKNJC-OMXZLOcvSLqKIvLQ1eg8dGLulBQlByecMCKQJRGRWztZc.JvCD9Fdsl62qUDVemFezFZw8QhV-WctQyTca3cUCNIM&dib_tag=se&qid=1725740553&refinements=p_89%3ASAMSUNG&s=electronics&sr=1-46&language=en_AE,https://m.media-amazon.com/images/I/61MN3o-S8nL._AC_SL1500_.jpg,[],Amazon EG
"Samsung Galaxy S22 5G Mobile Phone 128GB, 8GB RAM, SIM Free Android Smartphone White",SAMSUNG,Android 10.0,8 GB,Snapdragon,128 GB,6.1 Inches,2340 x 1080,,120 Hz,,,,Unlocked for All Carriers,,,White,"EGP28,500.00",,EGP,4.1 out of 5 stars,https://www.amazon.eg/-/en/Samsung-Galaxy-Mobile-Android-Smartphone/dp/B09RQTTS7C/ref=sr_1_41?dib=eyJ2IjoiMSJ9.YfNiYPipVxfH-zKKntHFATiYBA4Vj6A-jqt9Zkik1YIA17ZEBUmF2DLfLpGRlALdO2PM8Z3Kbu3qwUOUXcwjWV45SckyBpD7nQqfI56ZfkJ3T156zR9mX7vv2t2yL4lKjeaY6PTEYUnaV_b2aOa_LqTMgz-bz_xTOqXD06ireWwBX_oXLaCqoGEaCBiYNySe6vYOv9vNqyunM9wiXZx4e1TM5octnDlsMjIlSkxAZhjMXBPk6Cn2HXUMIKNJC-OMXZLOcvSLqKIvLQ1eg8dGLulBQlByecMCKQJRGRWztZc.JvCD9Fdsl62qUDVemFezFZw8QhV-WctQyTca3cUCNIM&dib_tag=se&qid=1725740553&refinements=p_89%3ASAMSUNG&s=electronics&sr=1-41&language=en_AE,https://m.media-amazon.com/images/I/71vOXFa7wDL._AC_SL1500_.jpg,[],Amazon EG
