Title,Brand,OS,RAM,CPU,Storage,Screen Size,Resolution,CPU Speed,Model,Wireless Technology,SIM Count,Wireless Provider,Cellular Technology,Camera,Color,Price,Price Before Promotion,Rate,URL,IMG,Reviews
Apple iPhone 15 (128 GB) - Black,Apple,iOS 17,,,128 GB,6.1 Inches,,,iPhone 15,Wi-Fi,,Unlocked for All Carriers,5G,48MP,Black,"3,069.","SAR3,799.00",4.4 out of 5 stars,https://www.amazon.sa/Apple-iPhone-15-128-GB/dp/B0CHXGL9PN?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/61bCKBrMVNL._AC_SL1500_.jpg,"[{'reviewer_name': 'ممتاز', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nمستعمل شبة جديد', 'review_text': 'اخذت مستعمل شبة جديد وجاني كانه جديد ونظيف مغلف ولافيه اي خدش\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 21 August 2024'}, {'reviewer_name': 'روعه وتحفظ الحراره وجوده عاليه', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز جدا', 'review_text': 'وصل حسب الصوره وكرتونه جديد وايفون جودته عاليه ولا يحتاج.لشرح\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 14 August 2024'}, {'reviewer_name': '4re3', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nلا تصدقوا كلام الناس', 'review_text': 'شريت الجهاز و انا خايف من تقييمات الناس بس لما وصل طلع اصلي و كلام الناس كله كذبالبطارية 100% و ماتغيرتالشاشة اصلية و ماتغيرت الجهاز كله ما انفتح اصلاو اتاكدت من السيريال نمبر من موقع ابل بنفسه مكتوب الجهاز اصليو مشكلة الحرارة لما تشحن انحلت من زمان في تحديث من ابلواشتروه و انتوا متطمنين\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 19 August 2024'}, {'reviewer_name': 'عالية', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتز', 'review_text': 'وصلني الجهاز جديد وممتاز\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 30 August 2024'}, {'reviewer_name': 'شهد', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nأصلي', 'review_text': 'أكثر شيء كنت أخاف منه أن الجهاز يكون مو أصلي أو فيه مشاكللكن ما شاء الله كأني شريته من وكيل لأبل\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'I am disappointed', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nI like this device', 'review_text': 'The offer was within the range\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 27 August 2024'}, {'reviewer_name': 'Rezig alaofi', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'سعر جيد\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'Md', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nIphone', 'review_text': 'Original for affordable price\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}]"
Apple iPhone 15 (128 GB) - Pink,Apple,iOS 17,,,128 GB,6.1 Inches,,,iPhone 15,Wi-Fi,,Unlocked for All Carriers,5G,48MP,Pink,"3,069.","SAR3,799.00",4.4 out of 5 stars,https://www.amazon.sa/Apple-iPhone-15-128-GB/dp/B0CHXQDNG1?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/61bv+QKrIlL._AC_SL1500_.jpg,"[{'reviewer_name': 'ممتاز', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nمستعمل شبة جديد', 'review_text': 'اخذت مستعمل شبة جديد وجاني كانه جديد ونظيف مغلف ولافيه اي خدش\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 21 August 2024'}, {'reviewer_name': 'روعه وتحفظ الحراره وجوده عاليه', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز جدا', 'review_text': 'وصل حسب الصوره وكرتونه جديد وايفون جودته عاليه ولا يحتاج.لشرح\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 14 August 2024'}, {'reviewer_name': '4re3', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nلا تصدقوا كلام الناس', 'review_text': 'شريت الجهاز و انا خايف من تقييمات الناس بس لما وصل طلع اصلي و كلام الناس كله كذبالبطارية 100% و ماتغيرتالشاشة اصلية و ماتغيرت الجهاز كله ما انفتح اصلاو اتاكدت من السيريال نمبر من موقع ابل بنفسه مكتوب الجهاز اصليو مشكلة الحرارة لما تشحن انحلت من زمان في تحديث من ابلواشتروه و انتوا متطمنين\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 19 August 2024'}, {'reviewer_name': 'عالية', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتز', 'review_text': 'وصلني الجهاز جديد وممتاز\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 30 August 2024'}, {'reviewer_name': 'شهد', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nأصلي', 'review_text': 'أكثر شيء كنت أخاف منه أن الجهاز يكون مو أصلي أو فيه مشاكللكن ما شاء الله كأني شريته من وكيل لأبل\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'I am disappointed', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nI like this device', 'review_text': 'The offer was within the range\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 27 August 2024'}, {'reviewer_name': 'Rezig alaofi', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'سعر جيد\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'Md', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nIphone', 'review_text': 'Original for affordable price\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}]"
Apple iPhone 15 (128 GB) - Blue,Apple,iOS 17,6 GB,,128 GB,6.1 Inches,,2 GHz,iPhone 15,,,Unlocked for All Carriers,5G,48MP,Blue,"3,009.","SAR3,799.00",4.4 out of 5 stars,https://www.amazon.sa/Apple-iPhone-15-128-GB/dp/B0CHXS73N7?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/61CjBAnIfGL._AC_SL1500_.jpg,"[{'reviewer_name': 'ممتاز', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nمستعمل شبة جديد', 'review_text': 'اخذت مستعمل شبة جديد وجاني كانه جديد ونظيف مغلف ولافيه اي خدش\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 21 August 2024'}, {'reviewer_name': 'روعه وتحفظ الحراره وجوده عاليه', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز جدا', 'review_text': 'وصل حسب الصوره وكرتونه جديد وايفون جودته عاليه ولا يحتاج.لشرح\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 14 August 2024'}, {'reviewer_name': '4re3', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nلا تصدقوا كلام الناس', 'review_text': 'شريت الجهاز و انا خايف من تقييمات الناس بس لما وصل طلع اصلي و كلام الناس كله كذبالبطارية 100% و ماتغيرتالشاشة اصلية و ماتغيرت الجهاز كله ما انفتح اصلاو اتاكدت من السيريال نمبر من موقع ابل بنفسه مكتوب الجهاز اصليو مشكلة الحرارة لما تشحن انحلت من زمان في تحديث من ابلواشتروه و انتوا متطمنين\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 19 August 2024'}, {'reviewer_name': 'عالية', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتز', 'review_text': 'وصلني الجهاز جديد وممتاز\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 30 August 2024'}, {'reviewer_name': 'شهد', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nأصلي', 'review_text': 'أكثر شيء كنت أخاف منه أن الجهاز يكون مو أصلي أو فيه مشاكللكن ما شاء الله كأني شريته من وكيل لأبل\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'I am disappointed', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nI like this device', 'review_text': 'The offer was within the range\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 27 August 2024'}, {'reviewer_name': 'Rezig alaofi', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'سعر جيد\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'Md', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nIphone', 'review_text': 'Original for affordable price\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}]"
Apple iPhone 15 (128 GB) - Green,Apple,iOS 17,,,128 GB,6.1 Inches,,,iPhone 15,Wi-Fi,,Unlocked for All Carriers,5G,48MP,Green,"3,198.","SAR3,799.00",4.4 out of 5 stars,https://www.amazon.sa/Apple-iPhone-15-128-GB/dp/B0CHXX14WX?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/61jDqNz2VCL._AC_SL1500_.jpg,"[{'reviewer_name': 'ممتاز', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nمستعمل شبة جديد', 'review_text': 'اخذت مستعمل شبة جديد وجاني كانه جديد ونظيف مغلف ولافيه اي خدش\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 21 August 2024'}, {'reviewer_name': 'روعه وتحفظ الحراره وجوده عاليه', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز جدا', 'review_text': 'وصل حسب الصوره وكرتونه جديد وايفون جودته عاليه ولا يحتاج.لشرح\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 14 August 2024'}, {'reviewer_name': '4re3', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nلا تصدقوا كلام الناس', 'review_text': 'شريت الجهاز و انا خايف من تقييمات الناس بس لما وصل طلع اصلي و كلام الناس كله كذبالبطارية 100% و ماتغيرتالشاشة اصلية و ماتغيرت الجهاز كله ما انفتح اصلاو اتاكدت من السيريال نمبر من موقع ابل بنفسه مكتوب الجهاز اصليو مشكلة الحرارة لما تشحن انحلت من زمان في تحديث من ابلواشتروه و انتوا متطمنين\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 19 August 2024'}, {'reviewer_name': 'عالية', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتز', 'review_text': 'وصلني الجهاز جديد وممتاز\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 30 August 2024'}, {'reviewer_name': 'شهد', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nأصلي', 'review_text': 'أكثر شيء كنت أخاف منه أن الجهاز يكون مو أصلي أو فيه مشاكللكن ما شاء الله كأني شريته من وكيل لأبل\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'I am disappointed', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nI like this device', 'review_text': 'The offer was within the range\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 27 August 2024'}, {'reviewer_name': 'Rezig alaofi', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'سعر جيد\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'Md', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nIphone', 'review_text': 'Original for affordable price\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}]"
Apple iPhone 15 (256 GB) - Black,Apple,iOS 17,,A13,256 GB,6.1 Inches,,,iPhone 15,,,Unlocked for All Carriers,5G,48MP,Black,"3,749.","SAR4,299.00",4.4 out of 5 stars,https://www.amazon.sa/Apple-iPhone-15-256-GB/dp/B0CHXQNNJ7?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/61bCKBrMVNL._AC_SL1500_.jpg,"[{'reviewer_name': 'ممتاز', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nمستعمل شبة جديد', 'review_text': 'اخذت مستعمل شبة جديد وجاني كانه جديد ونظيف مغلف ولافيه اي خدش\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 21 August 2024'}, {'reviewer_name': 'روعه وتحفظ الحراره وجوده عاليه', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز جدا', 'review_text': 'وصل حسب الصوره وكرتونه جديد وايفون جودته عاليه ولا يحتاج.لشرح\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 14 August 2024'}, {'reviewer_name': '4re3', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nلا تصدقوا كلام الناس', 'review_text': 'شريت الجهاز و انا خايف من تقييمات الناس بس لما وصل طلع اصلي و كلام الناس كله كذبالبطارية 100% و ماتغيرتالشاشة اصلية و ماتغيرت الجهاز كله ما انفتح اصلاو اتاكدت من السيريال نمبر من موقع ابل بنفسه مكتوب الجهاز اصليو مشكلة الحرارة لما تشحن انحلت من زمان في تحديث من ابلواشتروه و انتوا متطمنين\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 19 August 2024'}, {'reviewer_name': 'عالية', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتز', 'review_text': 'وصلني الجهاز جديد وممتاز\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 30 August 2024'}, {'reviewer_name': 'شهد', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nأصلي', 'review_text': 'أكثر شيء كنت أخاف منه أن الجهاز يكون مو أصلي أو فيه مشاكللكن ما شاء الله كأني شريته من وكيل لأبل\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'I am disappointed', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nI like this device', 'review_text': 'The offer was within the range\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 27 August 2024'}, {'reviewer_name': 'Rezig alaofi', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'سعر جيد\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'Md', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nIphone', 'review_text': 'Original for affordable price\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}]"
Apple iPhone 15 (256 GB) - Pink,Apple,iOS 17,,A13,256 GB,6.1 Inches,,,iPhone 15,,,Unlocked for All Carriers,5G,48MP,Pink,"3,669.","SAR4,299.00",4.4 out of 5 stars,https://www.amazon.sa/Apple-iPhone-15-256-GB/dp/B0CHXPKQYP?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/61bv+QKrIlL._AC_SL1500_.jpg,"[{'reviewer_name': 'ممتاز', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nمستعمل شبة جديد', 'review_text': 'اخذت مستعمل شبة جديد وجاني كانه جديد ونظيف مغلف ولافيه اي خدش\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 21 August 2024'}, {'reviewer_name': 'روعه وتحفظ الحراره وجوده عاليه', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز جدا', 'review_text': 'وصل حسب الصوره وكرتونه جديد وايفون جودته عاليه ولا يحتاج.لشرح\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 14 August 2024'}, {'reviewer_name': '4re3', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nلا تصدقوا كلام الناس', 'review_text': 'شريت الجهاز و انا خايف من تقييمات الناس بس لما وصل طلع اصلي و كلام الناس كله كذبالبطارية 100% و ماتغيرتالشاشة اصلية و ماتغيرت الجهاز كله ما انفتح اصلاو اتاكدت من السيريال نمبر من موقع ابل بنفسه مكتوب الجهاز اصليو مشكلة الحرارة لما تشحن انحلت من زمان في تحديث من ابلواشتروه و انتوا متطمنين\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 19 August 2024'}, {'reviewer_name': 'عالية', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتز', 'review_text': 'وصلني الجهاز جديد وممتاز\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 30 August 2024'}, {'reviewer_name': 'شهد', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nأصلي', 'review_text': 'أكثر شيء كنت أخاف منه أن الجهاز يكون مو أصلي أو فيه مشاكللكن ما شاء الله كأني شريته من وكيل لأبل\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'I am disappointed', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nI like this device', 'review_text': 'The offer was within the range\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 27 August 2024'}, {'reviewer_name': 'Rezig alaofi', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'سعر جيد\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'Md', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nIphone', 'review_text': 'Original for affordable price\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}]"
Apple iPhone 15 (256 GB) - Yellow,Apple,iOS 17,,A13,256 GB,6.1 Inches,,,iPhone 15,,,Unlocked for All Carriers,5G,48MP,Yellow,"3,749.","SAR4,299.00",4.4 out of 5 stars,https://www.amazon.sa/Apple-iPhone-15-256-GB/dp/B0CHXNJDP3?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/612bX8K6YdL._AC_SL1500_.jpg,"[{'reviewer_name': 'ممتاز', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nمستعمل شبة جديد', 'review_text': 'اخذت مستعمل شبة جديد وجاني كانه جديد ونظيف مغلف ولافيه اي خدش\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 21 August 2024'}, {'reviewer_name': 'روعه وتحفظ الحراره وجوده عاليه', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز جدا', 'review_text': 'وصل حسب الصوره وكرتونه جديد وايفون جودته عاليه ولا يحتاج.لشرح\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 14 August 2024'}, {'reviewer_name': '4re3', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nلا تصدقوا كلام الناس', 'review_text': 'شريت الجهاز و انا خايف من تقييمات الناس بس لما وصل طلع اصلي و كلام الناس كله كذبالبطارية 100% و ماتغيرتالشاشة اصلية و ماتغيرت الجهاز كله ما انفتح اصلاو اتاكدت من السيريال نمبر من موقع ابل بنفسه مكتوب الجهاز اصليو مشكلة الحرارة لما تشحن انحلت من زمان في تحديث من ابلواشتروه و انتوا متطمنين\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 19 August 2024'}, {'reviewer_name': 'عالية', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتز', 'review_text': 'وصلني الجهاز جديد وممتاز\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 30 August 2024'}, {'reviewer_name': 'شهد', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nأصلي', 'review_text': 'أكثر شيء كنت أخاف منه أن الجهاز يكون مو أصلي أو فيه مشاكللكن ما شاء الله كأني شريته من وكيل لأبل\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'I am disappointed', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nI like this device', 'review_text': 'The offer was within the range\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 27 August 2024'}, {'reviewer_name': 'Rezig alaofi', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'سعر جيد\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'Md', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nIphone', 'review_text': 'Original for affordable price\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}]"
Apple iPhone 15 (256 GB) - Blue,Apple,iOS 17,,A13,256 GB,,,,iPhone 15,Wi-Fi,,Unlocked for All Carriers,5G,48MP,Blue,"3,749.","SAR4,299.00",4.4 out of 5 stars,https://www.amazon.sa/Apple-iPhone-15-256-GB/dp/B0CHXLW68F?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/61CjBAnIfGL._AC_SL1500_.jpg,"[{'reviewer_name': 'ممتاز', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nمستعمل شبة جديد', 'review_text': 'اخذت مستعمل شبة جديد وجاني كانه جديد ونظيف مغلف ولافيه اي خدش\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 21 August 2024'}, {'reviewer_name': 'روعه وتحفظ الحراره وجوده عاليه', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز جدا', 'review_text': 'وصل حسب الصوره وكرتونه جديد وايفون جودته عاليه ولا يحتاج.لشرح\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 14 August 2024'}, {'reviewer_name': '4re3', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nلا تصدقوا كلام الناس', 'review_text': 'شريت الجهاز و انا خايف من تقييمات الناس بس لما وصل طلع اصلي و كلام الناس كله كذبالبطارية 100% و ماتغيرتالشاشة اصلية و ماتغيرت الجهاز كله ما انفتح اصلاو اتاكدت من السيريال نمبر من موقع ابل بنفسه مكتوب الجهاز اصليو مشكلة الحرارة لما تشحن انحلت من زمان في تحديث من ابلواشتروه و انتوا متطمنين\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 19 August 2024'}, {'reviewer_name': 'عالية', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتز', 'review_text': 'وصلني الجهاز جديد وممتاز\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 30 August 2024'}, {'reviewer_name': 'شهد', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nأصلي', 'review_text': 'أكثر شيء كنت أخاف منه أن الجهاز يكون مو أصلي أو فيه مشاكللكن ما شاء الله كأني شريته من وكيل لأبل\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'I am disappointed', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nI like this device', 'review_text': 'The offer was within the range\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 27 August 2024'}, {'reviewer_name': 'Rezig alaofi', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'سعر جيد\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'Md', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nIphone', 'review_text': 'Original for affordable price\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}]"
Apple iPhone 15 (256 GB) - Green,Apple,iOS 17,6 GB,A13,256 GB,6.1 Inches,,2 GHz,iPhone 15,,,Unlocked for All Carriers,5G,48MP,Green,"3,749.","SAR4,299.00",4.4 out of 5 stars,https://www.amazon.sa/Apple-iPhone-15-256-GB/dp/B0CHXV6Z12?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/61jDqNz2VCL._AC_SL1500_.jpg,"[{'reviewer_name': 'ممتاز', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nمستعمل شبة جديد', 'review_text': 'اخذت مستعمل شبة جديد وجاني كانه جديد ونظيف مغلف ولافيه اي خدش\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 21 August 2024'}, {'reviewer_name': 'روعه وتحفظ الحراره وجوده عاليه', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز جدا', 'review_text': 'وصل حسب الصوره وكرتونه جديد وايفون جودته عاليه ولا يحتاج.لشرح\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 14 August 2024'}, {'reviewer_name': '4re3', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nلا تصدقوا كلام الناس', 'review_text': 'شريت الجهاز و انا خايف من تقييمات الناس بس لما وصل طلع اصلي و كلام الناس كله كذبالبطارية 100% و ماتغيرتالشاشة اصلية و ماتغيرت الجهاز كله ما انفتح اصلاو اتاكدت من السيريال نمبر من موقع ابل بنفسه مكتوب الجهاز اصليو مشكلة الحرارة لما تشحن انحلت من زمان في تحديث من ابلواشتروه و انتوا متطمنين\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 19 August 2024'}, {'reviewer_name': 'عالية', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتز', 'review_text': 'وصلني الجهاز جديد وممتاز\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 30 August 2024'}, {'reviewer_name': 'شهد', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nأصلي', 'review_text': 'أكثر شيء كنت أخاف منه أن الجهاز يكون مو أصلي أو فيه مشاكللكن ما شاء الله كأني شريته من وكيل لأبل\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'I am disappointed', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nI like this device', 'review_text': 'The offer was within the range\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 27 August 2024'}, {'reviewer_name': 'Rezig alaofi', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'سعر جيد\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}, {'reviewer_name': 'Md', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nIphone', 'review_text': 'Original for affordable price\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 August 2024'}]"
