Title,Brand,OS,RAM,CPU,Storage,Screen Size,Resolution,CPU Speed,Model,Wireless Technology,SIM Count,Wireless Provider,Cellular Technology,Camera,Color,Price,Price Before Promotion,Currancy,Rate,URL,IMG,Reviews,Website
"Nokia 1.4 with 6.51” HD+ screen, Camera Go, Qualcomm chipset, fingerprint sensor, Android 10 (Go edition), 2GB RAM, 32GB ROM Dual SIM - Fjord",Nokia,Android 10.0,2 GB,Snapdragon,32 GB,6.51 Inches,,2 GHz,1.4,,,Unlocked for All Carriers,4G,,,"SAR1,475.00",,SAR,3.8 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Qualcomm-chipset-fingerprint-Android/dp/B08YJK1HF1/ref=sr_1_88?dib=eyJ2IjoiMSJ9.1fF9EnuGbyyDmMm6e7E1CsDiyls9yGI7VUhBsZAXfHda6RfV3Q7LfwENgXlqIN56Mwh9w3b0iimcKKm4kEWY1IGJEqVlS243j3Z5JPY2MIXOp2-AivHAKRzDj3VRXRnhHp8qKtjBffb7Vecck67i79B-BBPp0NcGAJpqYJ9cEh2U3XWvL_JHsWRQL9m6zpCR0nq17aiUQrd7Rmyr7W4vDm-W2teXrX8k8Fi_0SkfqmHvg3Gx438CWbNqfaAICTqaJ7vih4y6sB_5EkqXwV1UlCrmIATIsMEH2S8yWGeU5qw.Vp1hGVBno3ak-IIKwRGBd1Dcu8oPQ5_94zJuDTn6HmA&dib_tag=se&qid=1725910534&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-88&language=en_AE,https://m.media-amazon.com/images/I/81yjTnoszHS._AC_SL1500_.jpg,[],Amazon SA
Nokia X10 Dual-SIM 64GB ROM + 6GB RAM (GSM Only | No CDMA) Factory Unlocked 5G/LTE Smart Phone (SNOW) - International Version,Nokia,Android 11.0,6 GB,Snapdragon,64 GB,6.67 Inches,,"2.0, 1.8 GHz",X10,,,Unlocked for All Carriers,5G,,,"SAR1,999.00",,SAR,3.8 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Dual-SIM-Factory-Unlocked-Smart/dp/B095XB9CPD/ref=sr_1_82?dib=eyJ2IjoiMSJ9.1fF9EnuGbyyDmMm6e7E1CsDiyls9yGI7VUhBsZAXfHda6RfV3Q7LfwENgXlqIN56Mwh9w3b0iimcKKm4kEWY1IGJEqVlS243j3Z5JPY2MIXOp2-AivHAKRzDj3VRXRnhHp8qKtjBffb7Vecck67i79B-BBPp0NcGAJpqYJ9cEh2U3XWvL_JHsWRQL9m6zpCR0nq17aiUQrd7Rmyr7W4vDm-W2teXrX8k8Fi_0SkfqmHvg3Gx438CWbNqfaAICTqaJ7vih4y6sB_5EkqXwV1UlCrmIATIsMEH2S8yWGeU5qw.Vp1hGVBno3ak-IIKwRGBd1Dcu8oPQ5_94zJuDTn6HmA&dib_tag=se&qid=1725910534&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-82&language=en_AE,https://m.media-amazon.com/images/I/71WMDjLV5DL._AC_SL1500_.jpg,[],Amazon SA
Nokia G11 Dual-SIM 32GB ROM + 3GB RAM (GSM Only | No CDMA) Factory Unlocked Android 4G/LTE Smartphone (Ice) - International Version,Nokia,,3 GB,Snapdragon,32 GB,6.5 Inches,720 x 1600,1.6 GHz,G11,,,Unlocked for All Carriers,4G,,,"SAR1,159.00",,SAR,3.7 out of 5 stars,https://www.amazon.sa/-/en/Nokia-G11-Dual-SIM-Unlocked-Smartphone/dp/B09SBRCXVH/ref=sr_1_68?dib=eyJ2IjoiMSJ9.174DpqfdD-91AxUGsYjl2Vz5OFHLBy21sFaZ6oW7HOOt-T_9irHNMCrUuucInHXbCC03rDCtJVQ5ysXTJanWuKSlMTvhX2qYyWgbUfMVFUM5rqqEv6rkYVQ0RNSVRB_dcX46t4bHK_aw0s1O7g7Xc906fCpco2HQE_EhgDZpmCVSGZHJht5GoEVeFDg_aGbJt7LGuE2e1QU0zOw_GWzwagjjZ3jrlFpwdWKssZOxy7tV75gctieaFVYw5pRWNBsqnk3WoD8ux7WyvyX2K8Sbz14jTP2EqDLAlyJOZIfIYnk.OnbTGf-5ib9PQUIOHsG2cQrKrm07-7S5Jf6O9yAN3Mw&dib_tag=se&qid=1725910528&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-68&language=en_AE,https://m.media-amazon.com/images/I/51kiQvJcObL._AC_SL1000_.jpg,[],Amazon SA
"Nokia G60 5G Smartphone, 6.58” HD+ 120Hz display, 50MP AI rear camera, 8MP front camera, 6GB RAM,128GB Storage, Black, G60 5G - Ice Grey",Nokia,Android 12.0,6 GB,Snapdragon,128 GB,6.58 Inches,1080 x 2160,,G60 5G Grey,,,Unlocked for All Carriers,,,Black,45.,,SAR,4.0 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Smartphone-display-camera-Storage/dp/B0BFDQRHT5/ref=sr_1_23?dib=eyJ2IjoiMSJ9.iAGjzKfTLKoH2MyhUIAHQBglnf-3gh_1LXI7gJLjtQaO8bvtljTD2JlMpjQvD_LQ07kW4aWMlLVV6fcHd7IjFy3DmRFkJtj-Cmg9zfDo891z0VUJD8qQg4mDbekDHJFiH6-SjBufilUAFK5ET6qmBna_p_gPTdavsDmkPQYgTEA52I5BsWbLfSwJuOMJ0-foNIh0is787qA5OOIUOahNx7aHf0zbFMzCFEJ1n6G2vZCrxfc7p1wEYYQHhowKHCP9dRyBg7JphzquFLNDFoXLxdOLyXVKxS5yVb-TLjvqILs.u02xjypHki4Y8uwHDbU9-q7FZuxGHhpwSiHfWpUBMNY&dib_tag=se&qid=1725910519&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-23&language=en_AE,https://m.media-amazon.com/images/I/61kGZOncTpL._AC_SL1500_.jpg,"[{'reviewer_name': 'والله ماشاء الله شاشة و معالج قوي', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nشاشة الجوال ممتاذة مرة', 'review_text': 'شاشة ومعالج ممتاذ حاجه فخمه\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 30 December 2023'}, {'reviewer_name': 'Very good I loved it', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\n5g', 'review_text': 'Good products\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 15 August 2023'}, {'reviewer_name': 'ZAKYlH ALKHNAN', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nصغير', 'review_text': 'صغير\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 28 June 2024'}, {'reviewer_name': 'Mohamed Rashid', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nGood', 'review_text': 'No cash  dalivary\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 16 April 2023'}]",Amazon SA
Nokia X30 5G Dual-Sim 256GB ROM + 8GB RAM (GSM only | No CDMA) Factory Unlocked 5G SmartPhone (Ice White) - International Version,Nokia,Android 12.0,8 GB,Snapdragon,256 GB,6.43 Inches,1080 x 2400,"2.2, 1.7 GHz",X30 5G,,,,,,White,"SAR2,500.00",,SAR,4.0 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Dual-Sim-Factory-Unlocked-SmartPhone/dp/B0BF1F3THT/ref=sr_1_54?dib=eyJ2IjoiMSJ9.174DpqfdD-91AxUGsYjl2Vz5OFHLBy21sFaZ6oW7HOOt-T_9irHNMCrUuucInHXbCC03rDCtJVQ5ysXTJanWuKSlMTvhX2qYyWgbUfMVFUM5rqqEv6rkYVQ0RNSVRB_dcX46t4bHK_aw0s1O7g7Xc906fCpco2HQE_EhgDZpmCVSGZHJht5GoEVeFDg_aGbJt7LGuE2e1QU0zOw_GWzwagjjZ3jrlFpwdWKssZOxy7tV75gctieaFVYw5pRWNBsqnk3WoD8ux7WyvyX2K8Sbz14jTP2EqDLAlyJOZIfIYnk.OnbTGf-5ib9PQUIOHsG2cQrKrm07-7S5Jf6O9yAN3Mw&dib_tag=se&qid=1725910528&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-54&language=en_AE,https://m.media-amazon.com/images/I/614u17tecvL._AC_SL1200_.jpg,[],Amazon SA
"Nokia 1.4 4G Smartphone With 6.51” Hd+ Screen, Dual Sim, 2Gb Ram, 32Gb Rom, Camera Go, 2-Day Battery Life, Qualcomm Qm215, Face Unlock And Fingerprint Sensor, Android 10 (Go Edition) - Fjord",Nokia,Android 10.0,2 GB,Snapdragon,32 GB,6.5 Inches,720 x 1560,,Nokia 1.4 4G,,,Unlocked for All Carriers,,,,SAR378.62,,SAR,3.7 out of 5 stars,https://www.amazon.sa/-/en/Nokia-1-4-4G-Smartphone-Fingerprint/dp/B09313M5B9/ref=sr_1_4?dib=eyJ2IjoiMSJ9.iAGjzKfTLKoH2MyhUIAHQBglnf-3gh_1LXI7gJLjtQaO8bvtljTD2JlMpjQvD_LQ07kW4aWMlLVV6fcHd7IjFy3DmRFkJtj-Cmg9zfDo891z0VUJD8qQg4mDbekDHJFiH6-SjBufilUAFK5ET6qmBna_p_gPTdavsDmkPQYgTEA52I5BsWbLfSwJuOMJ0-foNIh0is787qA5OOIUOahNx7aHf0zbFMzCFEJ1n6G2vZCrxfc7p1wEYYQHhowKHCP9dRyBg7JphzquFLNDFoXLxdOLyXVKxS5yVb-TLjvqILs.u02xjypHki4Y8uwHDbU9-q7FZuxGHhpwSiHfWpUBMNY&dib_tag=se&qid=1725910519&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-4&language=en_AE,https://m.media-amazon.com/images/I/61WeVhB7dRL._AC_SL1500_.jpg,"[{'reviewer_name': 'ali otaf', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nجيد', 'review_text': 'لكن لايوجد به شاحن جهاز فقط بدون مرفقات والسعر غالي\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 28 April 2023'}, {'reviewer_name': 'اسامه ا.', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nممتاز', 'review_text': 'اخذت لبوي يمدحه اندرويد ممتاز ماعلقت الا بعد الاستخدام\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 16 December 2022'}, {'reviewer_name': 'sameer f.', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nworst', 'review_text': ""one of the worst phone of all time already repaired 2 times but still same problem, don't waste your money to by this product\nRead more"", 'review_date': 'Reviewed in Saudi Arabia on 22 March 2023'}, {'reviewer_name': 'Harith  omer', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز جداً', 'review_text': 'ممتاز جداً\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 1 May 2022'}, {'reviewer_name': 'A. M. Alaqeel', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nجيد', 'review_text': 'جيد وسعره مناسب\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 14 August 2022'}, {'reviewer_name': 'امنة زكريا إسحاق', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nسيء جدآ منذ تشغيله وهو يعلق جدآ', 'review_text': 'لم أستطع حتى استعماله منذ تشغيله\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 16 May 2022'}]",Amazon SA
"Nokia 3.4 4G Smartphone with 6.39” HD+ screen, Dual SIM, 64GB ROM, 4GB RAM, Snapdragon 460, 2-day battery life, Portrait and Night mode, 5MP ultra-wide camera, durable design, Android 10 - Charcoal",Nokia,Android 10.0,4 GB,Snapdragon,64 GB,6.39 Inches,720 x 1560,2.4 GHz,3.4,,,,,,Charcoal,SAR349.00,,SAR,3.5 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Smartphone-Snapdragon-Portrait-ultra-wide/dp/B08P1NC4ZL/ref=sr_1_14?dib=eyJ2IjoiMSJ9.iAGjzKfTLKoH2MyhUIAHQBglnf-3gh_1LXI7gJLjtQaO8bvtljTD2JlMpjQvD_LQ07kW4aWMlLVV6fcHd7IjFy3DmRFkJtj-Cmg9zfDo891z0VUJD8qQg4mDbekDHJFiH6-SjBufilUAFK5ET6qmBna_p_gPTdavsDmkPQYgTEA52I5BsWbLfSwJuOMJ0-foNIh0is787qA5OOIUOahNx7aHf0zbFMzCFEJ1n6G2vZCrxfc7p1wEYYQHhowKHCP9dRyBg7JphzquFLNDFoXLxdOLyXVKxS5yVb-TLjvqILs.u02xjypHki4Y8uwHDbU9-q7FZuxGHhpwSiHfWpUBMNY&dib_tag=se&qid=1725910519&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-14&language=en_AE,https://m.media-amazon.com/images/I/71B-dGPwlzL._AC_SL1500_.jpg,"[{'reviewer_name': '69mena', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nGreat', 'review_text': 'as expected\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 28 February 2022'}, {'reviewer_name': 'Malik Kashif Nawaz', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nProximity Sensor is worst', 'review_text': ""Unable to use mobile while call someone. It's screen keep blinking and whenever someone call on IMO or any other messenger app the screeen goes black and can't click received button. It's virtual Proximity sensor is worst.\nRead more"", 'review_date': 'Reviewed in Saudi Arabia on 21 February 2022'}, {'reviewer_name': 'Riyas', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nThis mobile very good', 'review_text': 'This mobile very good\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 17 December 2021'}, {'reviewer_name': 'somaa taher', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nالمنتج جيد في الأداء من ناحيته البطارية ممتاز', 'review_text': 'جوال رهيب و ممتاز الفئة المتوسطة\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 11 June 2021'}, {'reviewer_name': 'Fouad Al-malki', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nالبطارية سيئة جدًا', 'review_text': 'تخلص البطاريه بسرعه من دون استخدام.\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 9 March 2022'}, {'reviewer_name': 'Mohammed k.', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nGood mobile', 'review_text': 'So nice mobile I like to refer my friends buy it\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 6 February 2021'}, {'reviewer_name': 'Salah', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nخدمه سئه', 'review_text': 'للاسف حاطين معاه بطاريات خربان ماتتشحن\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 16 September 2021'}, {'reviewer_name': 'يوسف محمد أحمد بن دهمه', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nالمنتج  اد الكاميرا ضعيف نظام اتصفح عادي  اصوت ضعيف اشحن ضعيف', 'review_text': 'المنتج لاباس به\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 22 June 2021'}]",Amazon SA
"Nokia 6.1 Ta-1043 Dual Sim - 32 GB, 3 GB Ram, 4G LTE, Black",Nokia,Android 8.0,3 GB,Snapdragon,32 GB,5.5 Inches,1080 x 1920,,6.1 Ta 1043,,,Unlocked,,,Black,"SAR2,785.00",,SAR,3.2 out of 5 stars,https://www.amazon.sa/-/en/Nokia-6-1-Ta-1043-Dual-Sim/dp/B07CZFR6PG/ref=sr_1_108?dib=eyJ2IjoiMSJ9.sRaKlUwo_eSsb9maA_psyMZq6sjODq76UKWYCORNSBa4_-RrJ3mZqIJ34z7vQQjt5mQoGuKiZjjatXpcwNeyX6SKl7DZPsCuDOUyVlIw9pra6Za-AV9_4jM-wgkyN0gZ3C7J-7gW_MYD9PwzaBTq03W3VkHjV3FyGPIATBFiWHdDQwv5tbFVb752MaMn-VI4.VFyK4UP2Vibjbtq7nqPq8cpLRi3tgIuScGrxcVNqZJQ&dib_tag=se&qid=1725910538&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-108&language=en_AE,https://m.media-amazon.com/images/I/81LDumrl6rL._AC_SL1500_.jpg,"[{'reviewer_name': 'محمد محسن', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nتقييم من سوق.كوم', 'review_text': 'الجهاز خرب بعد 4 اشهر مع اول تحديث سوفتوير و تم تغيير البورد كامل بتوكيل اكسيوم\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 17 November 2019'}, {'reviewer_name': 'AhmedUsamaa', 'review_rating': '3.0 out of 5 stars', 'review_title': '3.0 out of 5 stars\nReview from Souq.com', 'review_text': ""averageWhat's good about this product:designWhat's not so good about this product:material\nRead more"", 'review_date': 'Reviewed in Saudi Arabia on 11 April 2020'}, {'reviewer_name': 'Amazon Customer', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nReview from Souq.com', 'review_text': 'Nice Mobile\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 26 November 2018'}, {'reviewer_name': 'user-MUTB511', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nتقييم من سوق.كوم', 'review_text': 'منظر جميل واستخدام قوي\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 21 October 2019'}, {'reviewer_name': 'user-MGG64Q1', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nReview from Souq.com', 'review_text': 'Not working\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 30 December 2018'}, {'reviewer_name': 'elbarontamer', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nتقييم من سوق.كوم', 'review_text': 'جهاز مميز ورائع وتوصيل سريع وسعر مناسب وإمكانياته فوق الممتازة\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 12 March 2019'}, {'reviewer_name': 'user-MXYWQL', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nتقييم من سوق.كوم', 'review_text': 'perfect\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 14 June 2019'}, {'reviewer_name': 'هيثم999', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nتقييم من سوق.كوم', 'review_text': 'رائع جدا\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 18 April 2019'}]",Amazon SA
"Nokia C22 4GB + 4GB Virtual RAM and 128GB Storage Smartphone, Charcoal",Nokia,Android 13.0,4 GB,,128 GB,6.52 Inches,720 x 1600,,C22,,,Unlocked for All Carriers,4G,,Charcoal,SAR275.00,,SAR,3.6 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Virtual-Storage-Smartphone-Charcoal/dp/B0CKC31297/ref=sr_1_1?dib=eyJ2IjoiMSJ9.iAGjzKfTLKoH2MyhUIAHQBglnf-3gh_1LXI7gJLjtQaO8bvtljTD2JlMpjQvD_LQ07kW4aWMlLVV6fcHd7IjFy3DmRFkJtj-Cmg9zfDo891z0VUJD8qQg4mDbekDHJFiH6-SjBufilUAFK5ET6qmBna_p_gPTdavsDmkPQYgTEA52I5BsWbLfSwJuOMJ0-foNIh0is787qA5OOIUOahNx7aHf0zbFMzCFEJ1n6G2vZCrxfc7p1wEYYQHhowKHCP9dRyBg7JphzquFLNDFoXLxdOLyXVKxS5yVb-TLjvqILs.u02xjypHki4Y8uwHDbU9-q7FZuxGHhpwSiHfWpUBMNY&dib_tag=se&qid=1725910519&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-1&language=en_AE,https://m.media-amazon.com/images/I/71Wz65EByTL._AC_SL1500_.jpg,"[{'reviewer_name': 'محمد اليوسفي', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nسعر مناسب', 'review_text': 'منتج رائع وسعر مناسب\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 1 September 2024'}, {'reviewer_name': 'Road ToDestine', 'review_rating': '3.0 out of 5 stars', 'review_title': '3.0 out of 5 stars\n💗', 'review_text': 'Good\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 3 September 2024'}, {'reviewer_name': 'Paolo O. Sangalang', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nBattery drains very quickly', 'review_text': ""I just like the design and lightness. What I don't like is that the battery drains quickly. The battery is said to be 5050 mah but why does it run out so quickly?\nRead more"", 'review_date': 'Reviewed in Saudi Arabia on 3 July 2024'}, {'reviewer_name': 'SP ALAMGIR', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nvery nice', 'review_text': 'good work\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 2 September 2024'}, {'reviewer_name': 'رياض المنصري', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nامممم بطيئ نوعاً ما', 'review_text': 'يعني يا دوبك واتس اب واتصالات وكذا بس حدك بعدها يعلق شوي مو كثير لطيف لا بأس فيه\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 15 July 2024'}, {'reviewer_name': 'Safeed', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nNice', 'review_text': 'Amazing\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 26 August 2024'}, {'reviewer_name': 'M', 'review_rating': '2.0 out of 5 stars', 'review_title': '2.0 out of 5 stars\nOpen box', 'review_text': 'The phone came with a screen protector installed on it\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 21 March 2024'}, {'reviewer_name': 'RAju t.', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nGood', 'review_text': 'Better work nice\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 7 April 2024'}]",Amazon SA
Nokia 5.4 (Dusk Purple 4GB RAM 64GB Storage),Nokia,Android,4 GB,Snapdragon,64 GB,6.39 Inches,,,NOKIA 5.4 DS,,,Unlocked for All Carriers,4G,,Purple,"SAR1,769.00",,SAR,2.9 out of 5 stars,https://www.amazon.sa/-/en/Nokia-5-4-Dusk-Purple-Storage/dp/B093Y4XC1X/ref=sr_1_83?dib=eyJ2IjoiMSJ9.1fF9EnuGbyyDmMm6e7E1CsDiyls9yGI7VUhBsZAXfHda6RfV3Q7LfwENgXlqIN56Mwh9w3b0iimcKKm4kEWY1IGJEqVlS243j3Z5JPY2MIXOp2-AivHAKRzDj3VRXRnhHp8qKtjBffb7Vecck67i79B-BBPp0NcGAJpqYJ9cEh2U3XWvL_JHsWRQL9m6zpCR0nq17aiUQrd7Rmyr7W4vDm-W2teXrX8k8Fi_0SkfqmHvg3Gx438CWbNqfaAICTqaJ7vih4y6sB_5EkqXwV1UlCrmIATIsMEH2S8yWGeU5qw.Vp1hGVBno3ak-IIKwRGBd1Dcu8oPQ5_94zJuDTn6HmA&dib_tag=se&qid=1725910534&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-83&language=en_AE,https://m.media-amazon.com/images/I/51GZ8RkN5ES._AC_SL1280_.jpg,[],Amazon SA
Nokia G42 Dual-SIM 128GB ROM + 6GB RAM (Only GSM | No CDMA) Factory Unlocked 5G Smartphone (So Purple) - International Version,Nokia,Android 10.0,128 GB,Snapdragon,6 GB,6.56 Inches,720 x 1612,"1.8, 2.2 GHz",G42,,,,,,Purple,"SAR1,579.00",,SAR,4.3 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Dual-SIM-Factory-Unlocked-Smartphone/dp/B0C8NY7QH8/ref=sr_1_39?dib=eyJ2IjoiMSJ9.O-Trb85obWRMYMspCl0AVKEOfv_FeJWvmTYpwJ1MKLv6UUnM3NaJ1cjmbJdWJ7ar_lEp-uwRoDvQv8E-POGOpIEu5Dd_0R1cUX9BInslzoPeHHT5Goz5WiRDl5ifRvFnvk-3Mhokne2qvb7rSN_KTxP4D_xw4I8uQRDIVNJULuT4fRZtfXOCzcsrhckkRmdwBrkTHt1scZbnNY3wMMadNvYTeh9AMlcjQyjR9UDaQX87r_RNgI_NsAZGQNGYM29y3TG3X6kTAwJcD22RF38v0evhAK9E6787j9sBafTH65c.igtx86j0SSj7HBEegC704EhvE0jpWB3c14fPTDoqh_Q&dib_tag=se&qid=1725910524&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-39&language=en_AE,https://m.media-amazon.com/images/I/71etDLUB1FL._AC_SL1500_.jpg,[],Amazon SA
Nokia C32 Dual SIM 64GB ROM + 4GB RAM Factory Unlocked 4G/LTE Smartphone (Charcoal) - International Version,Nokia,Android 10.0,4 GB,,3 GB,6.5 Inches,720 x 1600,"1.2, 1.6 GHz",C32,,,Unlocked for All Carriers,4G,,Charcoal,"SAR1,735.00",,SAR,4.1 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Factory-Unlocked-Smartphone-Charcoal/dp/B0C6HWVVJV/ref=sr_1_41?dib=eyJ2IjoiMSJ9.O-Trb85obWRMYMspCl0AVKEOfv_FeJWvmTYpwJ1MKLv6UUnM3NaJ1cjmbJdWJ7ar_lEp-uwRoDvQv8E-POGOpIEu5Dd_0R1cUX9BInslzoPeHHT5Goz5WiRDl5ifRvFnvk-3Mhokne2qvb7rSN_KTxP4D_xw4I8uQRDIVNJULuT4fRZtfXOCzcsrhckkRmdwBrkTHt1scZbnNY3wMMadNvYTeh9AMlcjQyjR9UDaQX87r_RNgI_NsAZGQNGYM29y3TG3X6kTAwJcD22RF38v0evhAK9E6787j9sBafTH65c.igtx86j0SSj7HBEegC704EhvE0jpWB3c14fPTDoqh_Q&dib_tag=se&qid=1725910524&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-41&language=en_AE,https://m.media-amazon.com/images/I/61cyie1tKIL._AC_SL1500_.jpg,[],Amazon SA
