Title,Brand,OS,RAM,CPU,Storage,Screen Size,Resolution,CPU Speed,Model,Wireless Technology,SIM Count,Wireless Provider,Cellular Technology,Camera,Color,Price,Price Before Promotion,Currancy,Rate,URL,IMG,Reviews,Website
"Nokia G20 Android Smartphone, Dual Sim, 4Gb Ram, 128 Gb Memory, 6.5""Hd+ Screen, 5050 Mah Battery, Android 11, Face Unlock, Finger Print Scanner– Night Blue",Nokia,Android 11.0,4 GB,Snapdragon,128 GB,6.5 Inches,,,Nokia G20,,,Unlocked for All Carriers,2G,,Blue,"SAR1,739.00",,SAR,4.6 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Android-Smartphone-Battery-Scanner/dp/B097TYTP61/ref=sr_1_31?dib=eyJ2IjoiMSJ9.O-Trb85obWRMYMspCl0AVKEOfv_FeJWvmTYpwJ1MKLv6UUnM3NaJ1cjmbJdWJ7ar_lEp-uwRoDvQv8E-POGOpIEu5Dd_0R1cUX9BInslzoPeHHT5Goz5WiRDl5ifRvFnvk-3Mhokne2qvb7rSN_KTxP4D_xw4I8uQRDIVNJULuT4fRZtfXOCzcsrhckkRmdwBrkTHt1scZbnNY3wMMadNvYTeh9AMlcjQyjR9UDaQX87r_RNgI_NsAZGQNGYM29y3TG3X6kTAwJcD22RF38v0evhAK9E6787j9sBafTH65c.igtx86j0SSj7HBEegC704EhvE0jpWB3c14fPTDoqh_Q&dib_tag=se&qid=1725910524&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-31&language=en_AE,https://m.media-amazon.com/images/I/819D8qw1WxS._AC_SL1500_.jpg,[],Amazon SA
Nokia 5.1 Dual-SIM 16GB ROM + 2GB RAM (GSM Only | No CDMA) Factory Unlocked 4G/LTE Smart Phone (Blue) - International Version,Nokia,Android 8.0,16 GB,,16 GB,5.5 Inches,,"2.0, 1.2 GHz",5.1,Wi-Fi,,Unlocked for All Carriers,,,Blue,"SAR1,229.00",,SAR,3.7 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Dual-SIM-Factory-Unlocked-Smart/dp/B07FSW5C32/ref=sr_1_106?dib=eyJ2IjoiMSJ9.sRaKlUwo_eSsb9maA_psyMZq6sjODq76UKWYCORNSBa4_-RrJ3mZqIJ34z7vQQjt5mQoGuKiZjjatXpcwNeyX6SKl7DZPsCuDOUyVlIw9pra6Za-AV9_4jM-wgkyN0gZ3C7J-7gW_MYD9PwzaBTq03W3VkHjV3FyGPIATBFiWHdDQwv5tbFVb752MaMn-VI4.VFyK4UP2Vibjbtq7nqPq8cpLRi3tgIuScGrxcVNqZJQ&dib_tag=se&qid=1725910538&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-106&language=en_AE,https://m.media-amazon.com/images/I/61t-KWKQQlL._AC_SL1181_.jpg,[],Amazon SA
Nokia X10 Dual-SIM 64GB ROM + 6GB RAM (GSM Only | No CDMA) Factory Unlocked 5G/LTE Smart Phone (Forest) - International Version,Nokia,Android 11.0,6 GB,Snapdragon,64 GB,6.67 Inches,,"2.0, 1.8 GHz",X10,,,Unlocked for All Carriers,2G,,,"SAR1,709.00",,SAR,4.3 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Dual-SIM-Factory-Unlocked-Forest/dp/B095XB9CPF/ref=sr_1_81?dib=eyJ2IjoiMSJ9.1fF9EnuGbyyDmMm6e7E1CsDiyls9yGI7VUhBsZAXfHda6RfV3Q7LfwENgXlqIN56Mwh9w3b0iimcKKm4kEWY1IGJEqVlS243j3Z5JPY2MIXOp2-AivHAKRzDj3VRXRnhHp8qKtjBffb7Vecck67i79B-BBPp0NcGAJpqYJ9cEh2U3XWvL_JHsWRQL9m6zpCR0nq17aiUQrd7Rmyr7W4vDm-W2teXrX8k8Fi_0SkfqmHvg3Gx438CWbNqfaAICTqaJ7vih4y6sB_5EkqXwV1UlCrmIATIsMEH2S8yWGeU5qw.Vp1hGVBno3ak-IIKwRGBd1Dcu8oPQ5_94zJuDTn6HmA&dib_tag=se&qid=1725910534&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-81&language=en_AE,https://m.media-amazon.com/images/I/71Q-eGULj-S._AC_SL1500_.jpg,[],Amazon SA
Nokia C32 Dual SIM 64GB ROM + 4GB RAM Factory Unlocked 4G/LTE Smartphone (Beach Pink) - International Version,Nokia,Android 10.0,4 GB,Snapdragon,64 GB,6.5 Inches,720 x 1600,"1.2, 1.6 GHz",C32,,,Unlocked for All Carriers,,,Pink,"SAR1,225.00",,SAR,4.0 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Factory-Unlocked-Smartphone-Beach/dp/B0BZDXB4BZ/ref=sr_1_49?dib=eyJ2IjoiMSJ9.174DpqfdD-91AxUGsYjl2Vz5OFHLBy21sFaZ6oW7HOOt-T_9irHNMCrUuucInHXbCC03rDCtJVQ5ysXTJanWuKSlMTvhX2qYyWgbUfMVFUM5rqqEv6rkYVQ0RNSVRB_dcX46t4bHK_aw0s1O7g7Xc906fCpco2HQE_EhgDZpmCVSGZHJht5GoEVeFDg_aGbJt7LGuE2e1QU0zOw_GWzwagjjZ3jrlFpwdWKssZOxy7tV75gctieaFVYw5pRWNBsqnk3WoD8ux7WyvyX2K8Sbz14jTP2EqDLAlyJOZIfIYnk.OnbTGf-5ib9PQUIOHsG2cQrKrm07-7S5Jf6O9yAN3Mw&dib_tag=se&qid=1725910528&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-49&language=en_AE,https://m.media-amazon.com/images/I/6163YzSRxFL._AC_SL1500_.jpg,[],Amazon SA
"Nokia X20 5G Smartphone, Dual SIM, 8GB RAM, 128GB ROM, 6.67” Full HD+ screen, 64MP quad camera, 32MP front camera with ZEISS Optics, durable design, 2-day battery life and Android 11 - Midnight Sun",Nokia,Android 11.0,8 GB,Snapdragon,128 GB,6.67 Inches,1080 x 2400,2 GHz,X20,,,,,,,270.,,SAR,4.0 out of 5 stars,https://www.amazon.sa/-/en/Nokia-X20-5G-Smartphone-durable/dp/B095N93NRV/ref=sr_1_25?dib=eyJ2IjoiMSJ9.O-Trb85obWRMYMspCl0AVKEOfv_FeJWvmTYpwJ1MKLv6UUnM3NaJ1cjmbJdWJ7ar_lEp-uwRoDvQv8E-POGOpIEu5Dd_0R1cUX9BInslzoPeHHT5Goz5WiRDl5ifRvFnvk-3Mhokne2qvb7rSN_KTxP4D_xw4I8uQRDIVNJULuT4fRZtfXOCzcsrhckkRmdwBrkTHt1scZbnNY3wMMadNvYTeh9AMlcjQyjR9UDaQX87r_RNgI_NsAZGQNGYM29y3TG3X6kTAwJcD22RF38v0evhAK9E6787j9sBafTH65c.igtx86j0SSj7HBEegC704EhvE0jpWB3c14fPTDoqh_Q&dib_tag=se&qid=1725910524&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-25&language=en_AE,https://m.media-amazon.com/images/I/81GWhlGG4wS._AC_SL1500_.jpg,"[{'reviewer_name': 'Ahmad', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': ',يتحمل الصدمات وسريع\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 18 January 2024'}, {'reviewer_name': 'محمود حسنين', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nجيد جداً', 'review_text': 'المنتج رائع\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 11 July 2022'}, {'reviewer_name': 'Amazon Customer', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\n👍', 'review_text': '👍\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 29 August 2022'}]",Amazon SA
Nokia G60 5G Dual-SIM 128GB ROM + 4GB RAM (GSM only | No CDMA) Factory Unlocked 5G Smartphone (Black) - International Version,,,,,,,,,,,,,,,Black,"SAR2,285.00",,SAR,3.9 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Dual-SIM-Factory-Unlocked-Smartphone/dp/B0BCQZ1JBB/ref=sr_1_58?dib=eyJ2IjoiMSJ9.174DpqfdD-91AxUGsYjl2Vz5OFHLBy21sFaZ6oW7HOOt-T_9irHNMCrUuucInHXbCC03rDCtJVQ5ysXTJanWuKSlMTvhX2qYyWgbUfMVFUM5rqqEv6rkYVQ0RNSVRB_dcX46t4bHK_aw0s1O7g7Xc906fCpco2HQE_EhgDZpmCVSGZHJht5GoEVeFDg_aGbJt7LGuE2e1QU0zOw_GWzwagjjZ3jrlFpwdWKssZOxy7tV75gctieaFVYw5pRWNBsqnk3WoD8ux7WyvyX2K8Sbz14jTP2EqDLAlyJOZIfIYnk.OnbTGf-5ib9PQUIOHsG2cQrKrm07-7S5Jf6O9yAN3Mw&dib_tag=se&qid=1725910528&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-58&language=en_AE,https://m.media-amazon.com/images/I/71QxNLtyhcL._AC_SL1500_.jpg,[],Amazon SA
Nokia G21 Dual Sim 6GB RAM 128GB Memory Blue,Nokia,Android 12.0,6 GB,Snapdragon,128 GB,6.5 Inches,720 x 1600,7.1 GHz,G21,,,,,,Blue,"SAR1,009.00",,SAR,3.7 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Dual-128GB-Memory-Blue/dp/B09V2WMPDP/ref=sr_1_21?dib=eyJ2IjoiMSJ9.iAGjzKfTLKoH2MyhUIAHQBglnf-3gh_1LXI7gJLjtQaO8bvtljTD2JlMpjQvD_LQ07kW4aWMlLVV6fcHd7IjFy3DmRFkJtj-Cmg9zfDo891z0VUJD8qQg4mDbekDHJFiH6-SjBufilUAFK5ET6qmBna_p_gPTdavsDmkPQYgTEA52I5BsWbLfSwJuOMJ0-foNIh0is787qA5OOIUOahNx7aHf0zbFMzCFEJ1n6G2vZCrxfc7p1wEYYQHhowKHCP9dRyBg7JphzquFLNDFoXLxdOLyXVKxS5yVb-TLjvqILs.u02xjypHki4Y8uwHDbU9-q7FZuxGHhpwSiHfWpUBMNY&dib_tag=se&qid=1725910519&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-21&language=en_AE,https://m.media-amazon.com/images/I/71TC613UqSL._AC_SL1500_.jpg,"[{'reviewer_name': 'Hani Abdulaziz Felemban', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nجيد وخفيف', 'review_text': 'العلبة تحتوي على كل شيء من شاحن وسماعة وغلاف وحتى شاشة حماية.الجوال خفيف وجيد وبطاريته جيدة.بطيء قليلا مقارنة بالجوالات مرتفعة الثمن. لكن السعر مقابل الجودة تعتبر ممتازة\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 8 January 2023'}, {'reviewer_name': 'MAZHAR FAREED LASHKAR', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nGood', 'review_text': 'Good quantity\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 1 December 2023'}, {'reviewer_name': 'Fahad', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nBroken mobile', 'review_text': 'Sound is not clear and internet problems WI-FI can’t access\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 8 July 2023'}, {'reviewer_name': ""Disappointed about charger, duplicate charger sended, it doesn't support fast charging."", 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nNot supported fast charging', 'review_text': ""Disappointed about charger, duplicate charger sended, it doesn't support fast charging.\nRead more"", 'review_date': 'Reviewed in Saudi Arabia on 17 July 2023'}]",Amazon SA
"NOKIA C32, 4GB+3GB/64GB,Green",Nokia,Android 13,64 GB,,4 GB,6.5 Inches,,,C32,,,,,,Green,SAR478.52,,SAR,Previous page,https://www.amazon.sa/-/en/NOKIA-C32-4GB-64GB-Green/dp/B0C5F24PRK/ref=sr_1_13?dib=eyJ2IjoiMSJ9.iAGjzKfTLKoH2MyhUIAHQBglnf-3gh_1LXI7gJLjtQaO8bvtljTD2JlMpjQvD_LQ07kW4aWMlLVV6fcHd7IjFy3DmRFkJtj-Cmg9zfDo891z0VUJD8qQg4mDbekDHJFiH6-SjBufilUAFK5ET6qmBna_p_gPTdavsDmkPQYgTEA52I5BsWbLfSwJuOMJ0-foNIh0is787qA5OOIUOahNx7aHf0zbFMzCFEJ1n6G2vZCrxfc7p1wEYYQHhowKHCP9dRyBg7JphzquFLNDFoXLxdOLyXVKxS5yVb-TLjvqILs.u02xjypHki4Y8uwHDbU9-q7FZuxGHhpwSiHfWpUBMNY&dib_tag=se&qid=1725910519&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-13&language=en_AE,https://m.media-amazon.com/images/I/61OdhBxplSL._AC_SL1500_.jpg,[],Amazon SA
"Nokia C21 Plus Android Smartphone,Dual Sim,3 GB RAM,64 Memory,6.5HD+ LCD with V-notch,Android 11,Face Unlock,Proximity Sensor– Cyan",Nokia,Android 11.0,3 GB,Snapdragon,3 GB,6.5 Inches,720 x 1600,,Nokia C21 Plus,,,etisalat,,,Cyan,"SAR1,306.00",,SAR,4.1 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Android-Smartphone-V-notch-Proximity/dp/B0B6WNCLB2/ref=sr_1_60?dib=eyJ2IjoiMSJ9.174DpqfdD-91AxUGsYjl2Vz5OFHLBy21sFaZ6oW7HOOt-T_9irHNMCrUuucInHXbCC03rDCtJVQ5ysXTJanWuKSlMTvhX2qYyWgbUfMVFUM5rqqEv6rkYVQ0RNSVRB_dcX46t4bHK_aw0s1O7g7Xc906fCpco2HQE_EhgDZpmCVSGZHJht5GoEVeFDg_aGbJt7LGuE2e1QU0zOw_GWzwagjjZ3jrlFpwdWKssZOxy7tV75gctieaFVYw5pRWNBsqnk3WoD8ux7WyvyX2K8Sbz14jTP2EqDLAlyJOZIfIYnk.OnbTGf-5ib9PQUIOHsG2cQrKrm07-7S5Jf6O9yAN3Mw&dib_tag=se&qid=1725910528&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-60&language=en_AE,https://m.media-amazon.com/images/I/81AuwSoF9yL._AC_SL1500_.jpg,[],Amazon SA
Nokia C21 Plus Dual-Sim 32GB ROM + 2GB RAM (GSM Only|No CDMA) Factory Unlocked 4G/LTE SmartPhone (Warm Gray) - International Version,Nokia,,2 GB,Snapdragon,2 GB,6.5 Inches,720 x 1600,"1.2, 1.6 GHz",C21 Plus,,,Unlocked for All Carriers,2G,,Gray,SAR965.00,,SAR,4.1 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Dual-Sim-Factory-Unlocked-SmartPhone/dp/B09WVZMYD9/ref=sr_1_66?dib=eyJ2IjoiMSJ9.174DpqfdD-91AxUGsYjl2Vz5OFHLBy21sFaZ6oW7HOOt-T_9irHNMCrUuucInHXbCC03rDCtJVQ5ysXTJanWuKSlMTvhX2qYyWgbUfMVFUM5rqqEv6rkYVQ0RNSVRB_dcX46t4bHK_aw0s1O7g7Xc906fCpco2HQE_EhgDZpmCVSGZHJht5GoEVeFDg_aGbJt7LGuE2e1QU0zOw_GWzwagjjZ3jrlFpwdWKssZOxy7tV75gctieaFVYw5pRWNBsqnk3WoD8ux7WyvyX2K8Sbz14jTP2EqDLAlyJOZIfIYnk.OnbTGf-5ib9PQUIOHsG2cQrKrm07-7S5Jf6O9yAN3Mw&dib_tag=se&qid=1725910528&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-66&language=en_AE,https://m.media-amazon.com/images/I/8161jfuxrvL._AC_SL1500_.jpg,[],Amazon SA
"Nokia 5.3 Android Smartphone, 4GB RAM, 64GB Memory, 6.55” HD+ screen, Quad Camera with AI Imaging - Cyan, 6830AA003741",Nokia,Android 10.0,4 GB,Snapdragon,64 GB,6.55 Inches,720 x 1600,,Nokia 5.3 464,,,Unlocked for All Carriers,4G,,Cyan,"SAR1,885.00",,SAR,3.6 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Android-Smartphone-Memory-Imaging/dp/B089NBN2P9/ref=sr_1_96?dib=eyJ2IjoiMSJ9.1fF9EnuGbyyDmMm6e7E1CsDiyls9yGI7VUhBsZAXfHda6RfV3Q7LfwENgXlqIN56Mwh9w3b0iimcKKm4kEWY1IGJEqVlS243j3Z5JPY2MIXOp2-AivHAKRzDj3VRXRnhHp8qKtjBffb7Vecck67i79B-BBPp0NcGAJpqYJ9cEh2U3XWvL_JHsWRQL9m6zpCR0nq17aiUQrd7Rmyr7W4vDm-W2teXrX8k8Fi_0SkfqmHvg3Gx438CWbNqfaAICTqaJ7vih4y6sB_5EkqXwV1UlCrmIATIsMEH2S8yWGeU5qw.Vp1hGVBno3ak-IIKwRGBd1Dcu8oPQ5_94zJuDTn6HmA&dib_tag=se&qid=1725910534&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-96&language=en_AE,https://m.media-amazon.com/images/I/61KfjV+40QL._AC_SL1500_.jpg,"[{'reviewer_name': 'Md Mukhlesur Rahman', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\n🤣🤣🤣', 'review_text': '2000 SAR!!! 🤣🤣🤣\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 11 July 2022'}]",Amazon SA
Nokia C2 2nd Edition Dual-SIM 32GB ROM + 2GB RAM (GSM Only | No CDMA) Factory Unlocked 4G/LTE Smartphone (Dark Blue) - International Version,Nokia,Android,2 GB,Snapdragon,32 GB,5.7 Inches,480 x 960,1.5 GHz,C2 2nd Edition,,,Unlocked for All Carriers,,,Blue,"SAR1,155.00",,SAR,5.0 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Dual-SIM-Factory-Unlocked-Smartphone/dp/B0B51T2WQX/ref=sr_1_62?dib=eyJ2IjoiMSJ9.174DpqfdD-91AxUGsYjl2Vz5OFHLBy21sFaZ6oW7HOOt-T_9irHNMCrUuucInHXbCC03rDCtJVQ5ysXTJanWuKSlMTvhX2qYyWgbUfMVFUM5rqqEv6rkYVQ0RNSVRB_dcX46t4bHK_aw0s1O7g7Xc906fCpco2HQE_EhgDZpmCVSGZHJht5GoEVeFDg_aGbJt7LGuE2e1QU0zOw_GWzwagjjZ3jrlFpwdWKssZOxy7tV75gctieaFVYw5pRWNBsqnk3WoD8ux7WyvyX2K8Sbz14jTP2EqDLAlyJOZIfIYnk.OnbTGf-5ib9PQUIOHsG2cQrKrm07-7S5Jf6O9yAN3Mw&dib_tag=se&qid=1725910528&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-62&language=en_AE,https://m.media-amazon.com/images/I/615XyiBJm3L._AC_SL1200_.jpg,[],Amazon SA
Nokia Oppo Reno7 5G Dual-SIM 256GB ROM + 8GB RAM (GSM | CDMA) Factory Unlocked 5G SmartPhone (Startrails Blue) - International Version,Nokia,Android 11.0,8 GB,Snapdragon,256 GB,6.43 Inches,,"2.0, 2.4 GHz",Reno7 5G,,,Unlocked for All Carriers,5G,,Blue,"SAR3,235.00",,SAR,5.0 out of 5 stars,https://www.amazon.sa/-/en/Nokia-Dual-SIM-Unlocked-SmartPhone-Startrails/dp/B0BFRW9FG5/ref=sr_1_53?dib=eyJ2IjoiMSJ9.174DpqfdD-91AxUGsYjl2Vz5OFHLBy21sFaZ6oW7HOOt-T_9irHNMCrUuucInHXbCC03rDCtJVQ5ysXTJanWuKSlMTvhX2qYyWgbUfMVFUM5rqqEv6rkYVQ0RNSVRB_dcX46t4bHK_aw0s1O7g7Xc906fCpco2HQE_EhgDZpmCVSGZHJht5GoEVeFDg_aGbJt7LGuE2e1QU0zOw_GWzwagjjZ3jrlFpwdWKssZOxy7tV75gctieaFVYw5pRWNBsqnk3WoD8ux7WyvyX2K8Sbz14jTP2EqDLAlyJOZIfIYnk.OnbTGf-5ib9PQUIOHsG2cQrKrm07-7S5Jf6O9yAN3Mw&dib_tag=se&qid=1725910528&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-53&language=en_AE,https://m.media-amazon.com/images/I/61drifEnVnL._AC_SL1500_.jpg,[],Amazon SA
Nokia C32 Dual SIM 128GB ROM + 4GB RAM Factory Unlocked 4G/LTE Smartphone (Beach Pink) - International Version,Nokia,Android 10.0,128 GB,Snapdragon,128 GB,6.52 Inches,720 x 1600,"1.2, 1.6 GHz",C32,,,Unlocked for All Carriers,,,Pink,"SAR1,355.00",,SAR,3.3 out of 5 stars,https://www.amazon.sa/-/en/Nokia-128GB-Factory-Unlocked-Smartphone/dp/B0C591VB5D/ref=sr_1_43?dib=eyJ2IjoiMSJ9.O-Trb85obWRMYMspCl0AVKEOfv_FeJWvmTYpwJ1MKLv6UUnM3NaJ1cjmbJdWJ7ar_lEp-uwRoDvQv8E-POGOpIEu5Dd_0R1cUX9BInslzoPeHHT5Goz5WiRDl5ifRvFnvk-3Mhokne2qvb7rSN_KTxP4D_xw4I8uQRDIVNJULuT4fRZtfXOCzcsrhckkRmdwBrkTHt1scZbnNY3wMMadNvYTeh9AMlcjQyjR9UDaQX87r_RNgI_NsAZGQNGYM29y3TG3X6kTAwJcD22RF38v0evhAK9E6787j9sBafTH65c.igtx86j0SSj7HBEegC704EhvE0jpWB3c14fPTDoqh_Q&dib_tag=se&qid=1725910524&refinements=p_89%3ANokia%2Cp_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031&s=electronics&sr=1-43&language=en_AE,https://m.media-amazon.com/images/I/615ay8KozlL._AC_SL1500_.jpg,[],Amazon SA
